"","code_location","pretty_location","group","date","code_name","value"
"1","Washington","Washington","foster_care_trend",2000,"trend_0",5.36
"2","Washington","Washington","foster_care_trend",2001,"trend_0",5.1
"3","Washington","Washington","foster_care_trend",2002,"trend_0",4.72
"4","Washington","Washington","foster_care_trend",2003,"trend_0",4.53
"5","Washington","Washington","foster_care_trend",2004,"trend_0",4.78
"6","Washington","Washington","foster_care_trend",2005,"trend_0",4.9
"7","Washington","Washington","foster_care_trend",2006,"trend_0",4.69
"8","Washington","Washington","foster_care_trend",2007,"trend_0",4.61
"9","Washington","Washington","foster_care_trend",2008,"trend_0",4.38
"10","Washington","Washington","foster_care_trend",2009,"trend_0",3.97
"11","Washington","Washington","foster_care_trend",2010,"trend_0",4.17
"12","Washington","Washington","foster_care_trend",2011,"trend_0",3.65
"13","Washington","Washington","foster_care_trend",2012,"trend_0",3.69
"14","Washington","Washington","foster_care_trend",2013,"trend_0",4
"15","Washington","Washington","foster_care_trend",2014,"trend_0",4.04
"16","Washington","Washington","foster_care_trend",2015,"trend_0",NA
"17","Washington","Washington","foster_care_trend",2000,"trend_1",0.328242394383545
"18","Washington","Washington","foster_care_trend",2001,"trend_1",0.334108527131783
"19","Washington","Washington","foster_care_trend",2002,"trend_1",0.373386984875815
"20","Washington","Washington","foster_care_trend",2003,"trend_1",0.376211836203154
"21","Washington","Washington","foster_care_trend",2004,"trend_1",0.392379131384868
"22","Washington","Washington","foster_care_trend",2005,"trend_1",0.423087106168917
"23","Washington","Washington","foster_care_trend",2006,"trend_1",0.425890410958904
"24","Washington","Washington","foster_care_trend",2007,"trend_1",0.42135761589404
"25","Washington","Washington","foster_care_trend",2008,"trend_1",0.429150383557678
"26","Washington","Washington","foster_care_trend",2009,"trend_1",0.448419035451932
"27","Washington","Washington","foster_care_trend",2010,"trend_1",0.488467374810319
"28","Washington","Washington","foster_care_trend",2011,"trend_1",0.480625543006082
"29","Washington","Washington","foster_care_trend",2012,"trend_1",0.494069107787519
"30","Washington","Washington","foster_care_trend",2013,"trend_1",0.499363260108246
"31","Washington","Washington","foster_care_trend",2014,"trend_1",0.48307596318827
"32","Washington","Washington","foster_care_trend",2015,"trend_1",NA
"33","Washington","Washington","foster_care_trend",2000,"trend_2",NA
"34","Washington","Washington","foster_care_trend",2001,"trend_2",NA
"35","Washington","Washington","foster_care_trend",2002,"trend_2",NA
"36","Washington","Washington","foster_care_trend",2003,"trend_2",0.341339892924324
"37","Washington","Washington","foster_care_trend",2004,"trend_2",0.348538650641901
"38","Washington","Washington","foster_care_trend",2005,"trend_2",0.376092136616362
"39","Washington","Washington","foster_care_trend",2006,"trend_2",0.385068493150685
"40","Washington","Washington","foster_care_trend",2007,"trend_2",0.402455849889625
"41","Washington","Washington","foster_care_trend",2008,"trend_2",0.408452742799247
"42","Washington","Washington","foster_care_trend",2009,"trend_2",0.409932928776749
"43","Washington","Washington","foster_care_trend",2010,"trend_2",0.531714719271624
"44","Washington","Washington","foster_care_trend",2011,"trend_2",0.655430060816681
"45","Washington","Washington","foster_care_trend",2012,"trend_2",0.650679044180849
"46","Washington","Washington","foster_care_trend",2013,"trend_2",0.48233046800382
"47","Washington","Washington","foster_care_trend",2014,"trend_2",0.454531274372173
"48","Washington","Washington","foster_care_trend",2015,"trend_2",NA
"49","Washington","Washington","foster_care_trend",2000,"trend_3",0.3083
"50","Washington","Washington","foster_care_trend",2001,"trend_3",0.3022
"51","Washington","Washington","foster_care_trend",2002,"trend_3",0.3081
"52","Washington","Washington","foster_care_trend",2003,"trend_3",0.3184
"53","Washington","Washington","foster_care_trend",2004,"trend_3",0.3338
"54","Washington","Washington","foster_care_trend",2005,"trend_3",0.3496
"55","Washington","Washington","foster_care_trend",2006,"trend_3",0.3694
"56","Washington","Washington","foster_care_trend",2007,"trend_3",0.3681
"57","Washington","Washington","foster_care_trend",2008,"trend_3",0.3661
"58","Washington","Washington","foster_care_trend",2009,"trend_3",0.3664
"59","Washington","Washington","foster_care_trend",2010,"trend_3",0.3704
"60","Washington","Washington","foster_care_trend",2011,"trend_3",0.3714
"61","Washington","Washington","foster_care_trend",2012,"trend_3",0.3671
"62","Washington","Washington","foster_care_trend",2013,"trend_3",0.3728
"63","Washington","Washington","foster_care_trend",2014,"trend_3",0.3874
"64","Washington","Washington","foster_care_trend",2015,"trend_3",0.4076
"65","Washington","Washington","foster_care_trend",2000,"trend_4",0.6811
"66","Washington","Washington","foster_care_trend",2001,"trend_4",0.6738
"67","Washington","Washington","foster_care_trend",2002,"trend_4",0.6759
"68","Washington","Washington","foster_care_trend",2003,"trend_4",0.6737
"69","Washington","Washington","foster_care_trend",2004,"trend_4",0.6831
"70","Washington","Washington","foster_care_trend",2005,"trend_4",0.7044
"71","Washington","Washington","foster_care_trend",2006,"trend_4",0.6845
"72","Washington","Washington","foster_care_trend",2007,"trend_4",0.6972
"73","Washington","Washington","foster_care_trend",2008,"trend_4",0.7067
"74","Washington","Washington","foster_care_trend",2009,"trend_4",0.7076
"75","Washington","Washington","foster_care_trend",2010,"trend_4",0.7161
"76","Washington","Washington","foster_care_trend",2011,"trend_4",0.7538
"77","Washington","Washington","foster_care_trend",2012,"trend_4",0.7575
"78","Washington","Washington","foster_care_trend",2013,"trend_4",0.7463
"79","Washington","Washington","foster_care_trend",2014,"trend_4",0.7475
